 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
   37500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   37600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   37700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   37800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   37900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   38900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   39900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   40900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   41900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   42900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   43900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   44900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   45000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   45100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   45200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
