 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
   14100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08599 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84205  775.25889  341.04026  779.35230
   14200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08599 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84205  775.25889  341.04026  779.35230
   14300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08599 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84205  775.25890  341.04026  779.35230
   14400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08599 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84206  775.25890  341.04026  779.35230
   14500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08599 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84206  775.25890  341.04025  779.35230
   14600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08599 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84206  775.25890  341.04025  779.35231
   14700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84206  775.25890  341.04025  779.35231
   14800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84206  775.25891  341.04025  779.35231
   14900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84206  775.25891  341.04025  779.35231
   15000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07128 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84206  775.25891  341.04025  779.35231
   15100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84206  775.25891  341.04025  779.35231
   15200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35231
   15300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35231
   15400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   15500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   15600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   15700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   15800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   15900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   16000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   16100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   16200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   16300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   16400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   16500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25891  341.04025  779.35232
   16600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   16700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   16800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   16900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   17900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   18900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   19900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   20900 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   21000 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   21100 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   21200 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   21300 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   21400 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   21500 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   21600 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   21700 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
   21800 222    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2378.08600 2280.64200 2285.07127 2399.01961 2399.01961 2399.01961    2.48039    2.48039    2.48039   35.72549   35.72549   35.72549    0.00001    0.00127    0.00001    0.00000    0.00000    0.00000   -0.00000   -0.00000   -0.00000    0.00000  764.84207  775.25892  341.04025  779.35232
